 ,Hawaii,Alaska,California,Colorado,Georgia,Montana,Texas
,1.317,0.731,395,5.759,10.62,1.069,29
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
